Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,besplatna_dostava (product.metafields.custom.besplatna_dostava),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Application method (product.metafields.shopify.application-method),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Brush material (product.metafields.shopify.brush-material),Cleaning surfaces (product.metafields.shopify.cleaning-surfaces),Coffee product form (product.metafields.shopify.coffee-product-form),Coffee roast (product.metafields.shopify.coffee-roast),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic function (product.metafields.shopify.cosmetic-function),Country (product.metafields.shopify.country),Dirt separating method (product.metafields.shopify.dirt-separating-method),Dispenser type (product.metafields.shopify.dispenser-type),Dry/Wet cleaning (product.metafields.shopify.dry-wet-cleaning),Dust container type (product.metafields.shopify.dust-container-type),Fabric (product.metafields.shopify.fabric),Flavor (product.metafields.shopify.flavor),Handle material (product.metafields.shopify.handle-material),Handwear material (product.metafields.shopify.handwear-material),Ingredients (product.metafields.shopify.ingredients),Item condition (product.metafields.shopify.item-condition),Material (product.metafields.shopify.material),Mounting type (product.metafields.shopify.mounting-type),Organizer type (product.metafields.shopify.organizer-type),Package type (product.metafields.shopify.package-type),Product form (product.metafields.shopify.product-form),Shampoo type (product.metafields.shopify.shampoo-type),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Vacuum air filtering technology (product.metafields.shopify.vacuum-air-filtering-technology),Vehicle application area (product.metafields.shopify.vehicle-application-area),Vehicle fluid type (product.metafields.shopify.vehicle-fluid-type),Vehicle type (product.metafields.shopify.vehicle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ubrusi-za-ruke-u-listicima,Ubrusi za Ruke u Listićima | Harmony Professional,"<p><strong><a title=""Ubrusi za ruke"" href=""https://greentime.ba/collections/ubrusi-za-ruke"">Ubrusi za Ruke</a> u Listićima | Harmony Professional</strong> su visokokvalitetni ubrusi za higijensko sušenje ruku, pakovani u praktičnom formatu od <strong>15 paketa sa po 200 listova</strong>. Svaki listić je izrađen od <strong>100% čiste celuloze</strong>, pružajući mekoću i visoku apsorpciju za ugodno i efikasno sušenje.</p>
<h2>Papirni ubrusi u listićima, P<span>apir za ruke u listićima</span>
</h2>
<p>Dimenzije listića su <strong>22 x 20 cm</strong>, što omogućava optimalnu pokrivenost i praktičnost. Idealan izbor za <strong>kafiće, restorane</strong>, <strong>hotele</strong>, <strong>uredske </strong>i <strong>javne prostore</strong>, ovi ubrusi osiguravaju visok standard higijene i udobnosti. Zahvaljujući kvalitetnoj izradi, savršeno su prilagođeni za intenzivnu upotrebu u profesionalnim okruženjima.</p>
<h2><strong>PREDNOSTI</strong></h2>
<ul>
<li>
<strong>Pakovanje s 15 paketa po 200 listića</strong> za dugotrajnu upotrebu</li>
<li>
<strong>Izrađeni od 100% celuloze</strong> za mekoću i visoku apsorpciju</li>
<li>Dimenzije <strong>22 x 20 cm</strong> za praktičnost i optimalnu pokrivenost</li>
<li>Idealno za <strong>kafiće, </strong><strong>restorane, hotele, urede i javne prostore</strong>
</li>
</ul>",Harmony,Home & Garden > Household Supplies > Household Paper Products > Paper Towels,"","papirna, papirni ubrusi, papirni ubrusi za ruke, ubrus, ubrusi za ruke, ubrusi za ruke akcija, ubrusi za ruke cijena, ubrusi za ruke u listicima",true,Title,Default Title,,,,,,,,P0724,0.0,,deny,manual,37.90,47.90,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0811/5565/3912/files/Ubrusi_za_ruke_u_listicima_Harmony.webp?v=1747224822,1,Ubrusi za ruke u listićima Harmony - Pakovanje od 3000 listićima ,false,,"Visokokvalitetni ubrusi za higijensko sušenje ruku, pakovani u praktičnom formatu od 15 paketa sa po 200 listova. Besplatna dostava za narudžbu od dva pakovanja",,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
ubrusi-za-ruke-u-listicima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/ubrusi_za_ruke.webp?v=1747224822,2,Papirni ubrusi za ruke – visokoupijajući i ekološki prihvatljivi za profesionalnu i kućnu upotrebu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ubrusi-za-ruke-u-listicima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/ubrusi-za-ruke-u-listicima-harmony-professional-228673.webp?v=1747224822,3,Ubrusi za Ruke u Listićima | Harmony Professional - Greentime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ubrusi-za-ruke-u-listicima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/ubrusi_za_ruke_u_listicima.webp?v=1747224822,4,Ubrusi za ruke u listicima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ubrusi-za-ruke-u-listicima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/ubrusi-za-ruke-u-listicima-harmony-professional-413746.webp?v=1747224822,5,Ubrusi za Ruke u Listićima | Harmony Professional - Greentime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ubrusi-za-ruke-u-listicima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/ubrusi-za-ruke-u-listicima-harmony-professional-661209.jpg?v=1747224822,6,Ubrusi za Ruke u Listićima | Harmony Professional - Greentime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ubrusi-za-ruke-u-listicima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/ubrusi-za-ruke-u-listicima-harmony-professional-650424.jpg?v=1747224822,7,Ubrusi za Ruke u Listićima | Harmony Professional - Greentime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ubrusi-za-ruke-u-listicima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/ubrusi-za-ruke-u-listicima-harmony-professional-347688.webp?v=1747224822,8,Ubrusi za Ruke u Listićima | Harmony Professional - Greentime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ind-rolne-bijela-celuloza-dvoslojna-2-1,"Ind.rolne,bijela celuloza,dvoslojna 2/1",,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,P030,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
toalet-papir-centralno-200m-t-z-6-1,Toalet papir centralno 200m- t z 6/1,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,P00TO12000179,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
ubrusi-u-listicima-20-1-5000-listica,Ubrusi u listićima 20/1 5000 listića,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,P006617,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
autocut-ubrus-tad-tz-6-1,Autocut ubrus Tad tz 6/1,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,P00170444Z,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
ubrusi-za-ruke-rolna-luc100-6-1,UBRUSI ZA RUKE rolna  LUC100  6/1,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,P001015,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
ubrusi-za-ruke-u-rolni-harmony-200m,Ubrusi za Ruke u Rolni 6/1 200m | Harmony,"<p><strong>Ubrusi u rolni</strong> namijenjeni su za intenzivnu upotrebu u visokofrekventnim prostorijama poput industrijskih objekata, hotela, restorana, medicinskih ustanova i sličnih okruženja. Svaka rolna sadrži <strong>200 metara izdržljivih ubrusa</strong> izrađenih od čiste celuloze, što osigurava dugotrajnost i pouzdanost.</p>
<p>Ovi ubrusi dizajnirani su za pružanje higijenskog i efikasnog sušenja ruku, sa <strong>visokom sposobnošću apsorpcije</strong>, idealni za mjesta gdje boravi veći broj ljudi. Njihova kvaliteta doprinosi održavanju čistoće i udobnosti korisnika, čineći ih izvrsnim izborom za profesionalne prostore.</p>
<h3><strong>PREDNOSTI</strong></h3>
<ul>
<li>
<strong>200 metara po rolni</strong> za dugotrajnu upotrebu</li>
<li>Izrađeni od <strong>100% celuloze</strong> za dodatnu izdržljivost</li>
<li>
<strong>Visoka apsorpcija</strong> za brzo i efikasno sušenje ruku</li>
<li>Prikladno za <strong>industrijske objekte, hotele, restorane i medicinske ustanove</strong>
</li>
</ul>
<!----><!----><!---->",Harmony,Home & Garden > Household Supplies > Household Paper Products > Paper Towels,"","papirna, ubrusi",true,Title,Default Title,,,,,,,,P001014,0.0,,deny,manual,99.90,124.88,true,true,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/ubrusi-za-ruke-u-rolni-61-200m-harmony-260215.png?v=1736087798,1,Ubrusi za Ruke u Rolni 6/1 200m | Harmony - Greentime,false,,"Ubrusi u rolni od 200 metara, idealni za industriju, tržne centre, hotele, restorane i medicinske ustanove. Visoka apsorpcija i dugotrajnost rolne. 99,90 KM ",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
masina-za-pranje-podova-ipc-ct80-bt55,Mašina za pranje podova IPC CT80 BT55,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,MLPTB02720,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
usisivac-za-mokro-suho-usisavanje-ipc-yp-1-20,Usisivač za mokro/suho usisavanje IPC YP 1/20,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,MASDO12701,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
logex-spuzva-za-posude-abrez-4-1,Logex spužva za posuđe abrez 4/1,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,M782T,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
kolica-procart-431,Kolica  PROCART 431,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,M77431,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
taski-vrecice-pap-za-ususivac-go-10-1,"Taski vrećice pap.za ususivač GO,10/1",,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,M7524191,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
vrecice-za-taski-vento-15-10-1,Vrećice za Taski Vento 15 10/1,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,M7514888,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
vrecice-za-smece-200l,Industrijske vrećice za smeće 200L 10/1 | Hygiene Pro,"<p><strong>Industrijske vreće za smeće – extra jake, 200L, 10/1</strong></p>
<p>Tražite pouzdano i izdržljivo rješenje za odlaganje otpada? <strong>Industrijske extra jake vreće za smeće</strong> kapaciteta <strong>200 litara</strong> idealne su za zahtjevne situacije i velike količine otpada.</p>
<h3><strong>Karakteristike proizvoda:</strong></h3>
<ul>
<li>
<strong>Kapacitet</strong>: 200 litara – pogodne za velike količine otpada.</li>
<li>
<strong>Dimenzije</strong>: Prilagođene za industrijsku upotrebu i veće kante za smeće.</li>
<li>
<strong>Izdržljivost</strong>: Extra jaka struktura otporna na kidanje, bušenje i težak otpad.</li>
<li>
<strong>Materijal</strong>: Kvalitetna plastika koja osigurava otpornost na vlagu, oštre predmete i različite vrste otpada.</li>
<li>
<strong>Pakiranje</strong>: 10 komada u jednom pakiranju – praktično i ekonomično.</li>
</ul>
<h3><strong>Prednosti:</strong></h3>
<ol>
<li>
<strong>Pogodne za zahtjevne zadatke</strong>: Idealne za industriju, građevinske radove, ugostiteljstvo, čišćenje velikih prostora i druge profesionalne potrebe.</li>
<li>
<strong>Sigurno rukovanje</strong>: Sprječavaju curenje ili kidanje, čak i kod težih vrsta otpada.</li>
<li>
<strong>Ekonomičnost</strong>: Veliki kapacitet i čvrstoća smanjuju potrebu za čestim zamjenama vreća.</li>
<li>
<strong>Ekološki prihvatljivo</strong>: Moguće korištenje za sortiranje i odvajanje otpada.</li>
</ol>
<h3><strong>Namjena:</strong></h3>
<ul>
<li>Industrijska upotreba.</li>
<li>Odlaganje velikih količina otpada iz domaćinstava, restorana, hotela ili gradilišta.</li>
<li>Pogodne za reciklažni otpad, mokri i suhi otpad.</li>
</ul>
<p><strong>Osigurajte vrhunsku otpornost i praktičnost uz extra jake industrijske vreće za smeće. Pouzdane u svakoj situaciji!</strong></p>",Hygiene Pro Team,Uncategorized,"","",true,Title,Default Title,,,,,,,,M7452,0.0,,deny,manual,7.00,8.75,true,true,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/industrijske-vrecice-za-smece-200l-101-hygiene-pro-116343.webp?v=1736087695,1,Industrijske vrećice za smeće 200L 10/1 | Hygiene Pro - Greentime,false,,"Extra jake vreće za smeće od 40L | 70L | 120L | 150L | 200L | 250L .
Za svakodnevno odlaganje otpada u domaćinstvima, uredima i manjim komercijalnim prostorima.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
krpa-microfiber-cleaning-cloth-40x40-red,Krpa microfiber cleaning cloth 40x40 red,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,M711079,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
krpa-microfiber-cleaning-cloth-40x40-blue,Krpa microfiber cleaning cloth 40x40 blue,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,M711076,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
navlaka-za-perac-prozora-ipc-vell00021-45cm,NAVLAKA ZA PERAČ PROZORA IPC VELL00021 45CM,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,M66VELL00021,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
komplet-za-pranje-prozora-ipc-veco00010-45cm,KOMPLET ZA PRANJE PROZORA IPC VECO00010 45CM,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,M66VECO00010,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
macak-komplet-za-pranje-prozora-ipc,MAČAK/KOMPLET ZA PRANJE PROZORA IPC,"<div class=""card"">
<div class=""card-body lead p-3 p-lg-4 order-6"">
<div class=""product-description"">Komplet za pranje prozora IPC sastoji se od kvalitetne fiksne plastične drške i navlake za pranje prozora od poliestera. Poliester navlaka pomaže pri uklanjanju uporne prljavštine sa staklenih površina i pogodna je za pranje u veš mašini. Dostupne u veličini od 35cm/45cm.</div>
</div>
</div>
<!---->",IPC,Uncategorized,"","oprema, oprema za čišćenje stakla, ostaklo",true,Veličina,35,,,,,,,,M66VECO00009,0.0,,deny,manual,19.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0811/5565/3912/files/macakkomplet-za-pranje-prozora-ipc-663086.webp?v=1736087696,1,MAČAK/KOMPLET ZA PRANJE PROZORA IPC - Greentime,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
macak-komplet-za-pranje-prozora-ipc,,,,,,,,,45,,,,,,,,M66VECO000010,0.0,,deny,manual,26.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0811/5565/3912/files/macakkomplet-za-pranje-prozora-ipc-694055.webp?v=1736087696,2,MAČAK/KOMPLET ZA PRANJE PROZORA IPC - Greentime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
perac-i-brisac-staklenih-povrsina-tehno-duo-ipc,Tehnoduo brisač prozora IPC,"<h3><strong>Tehnoduo brisač prozora IPC – Profesionalno čišćenje bez tragova</strong></h3>
<p><strong>Tehnoduo brisač prozora </strong> je visokokvalitetni alat dizajniran za brzo i efikasno čišćenje svih staklenih površina. Opremljen profesionalnom gumenom trakom, osigurava savršeno uklanjanje vode i prljavštine u jednom potezu, ostavljajući staklo besprijekorno čistim. Ergonomski dizajn omogućava udobno rukovanje, dok je kompatibilnost s teleskopskim drškama idealna za čišćenje na visini.</p>
<h3>
<strong>Karakteristike:</strong><strong></strong>
</h3>
<ul>
<li>
<strong>Dvostruka funkcija:</strong> Kombinuje perač i brisač u jednom alatu, omogućavajući brže čišćenje.</li>
<li>
<strong>Profesionalna guma za brisanje:</strong> Efikasno uklanja vodu bez ostavljanja tragova.<br><strong></strong>
</li>
<li>
<strong>Ergonomska drška:</strong> Omogućava udobno i sigurno korištenje.<br><strong></strong>
</li>
<li>
<strong>Kompatibilnost:</strong> Može se koristiti s teleskopskim drškama za teško dostupna mjesta.<br><strong></strong>
</li>
<li>
<strong>Univerzalna primjena:</strong> Idealan za prozore, izloge, ogledala i druge staklene površine.</li>
</ul>
<h3><strong>Primjena:</strong></h3>
<p>Brisač prozora IPC je savršen alat za restorane, hotele, poslovne prostore i domaćinstva, osiguravajući kristalno čiste staklene površine uz minimalan trud.</p>
<!---->",IPC,Uncategorized,"","brisac prozora, brisač prozora 2u1, oprema, oprema za čišćenje stakla, ostaklo",true,Title,Default Title,,,,,,,,M66TEVE70077,0.0,,deny,manual,49.90,59.90,true,true,,,,,,https://cdn.shopify.com/s/files/1/0811/5565/3912/files/macakinoks-brisac-staklenih-povrsina-tehno-duo-ipc-956001.png?v=1736087798,1,MAČAK/INOKS BRISAČ STAKLENIH POVRŠINA TEHNO DUO IPC - Greentime,false,Tehnoduo brisač prozora | Greentime.ba,Brisač prozora IPC osigurava brzo i efikasno čišćenje staklenih površina bez tragova. Profesionalna guma i ergonomski dizajn za savršene rezultate!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
inox-brisac-staklenih-povrsina-ipc-terg00012-45cm,INOX BRISAČ STAKLENIH POVRŠINA IPC TERG00012 45CM,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,M66TERG00012,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
inox-brisac-staklenih-povrsina-ipc-35cm,Inox brisač staklenih površina,"<h2 data-start=""0"" data-end=""86""><strong data-start=""4"" data-end=""84"">INOX Brisač staklenih površina IPC – Profesionalna preciznost i dugotrajnost</strong></h2>
<p data-start=""88"" data-end=""349"">Visokokvalitetni <strong data-start=""105"" data-end=""143"">INOX brisač staklenih površina IPC</strong> dizajniran je za efikasno i temeljito čišćenje stakala bez ostavljanja tragova i mrlja. Napravljen od <strong data-start=""246"" data-end=""267"">nerđajućeg čelika</strong>, ovaj brisač pruža izdržljivost i dugotrajnost, čak i pri intenzivnoj upotrebi.</p>
<p data-start=""351"" data-end=""605"">Dostupan u veličinama <strong data-start=""373"" data-end=""390"">35 cm i 45 cm</strong>, idealan je za profesionalne čistače, kao i za upotrebu u domaćinstvima. Ergonomska drška omogućava sigurno i udobno rukovanje, dok visokokvalitetna guma garantuje savršene rezultate na svim staklenim površinama.</p>
<h3 data-start=""607"" data-end=""648""><strong data-start=""611"" data-end=""646"">Zašto odabrati IPC INOX brisač?</strong></h3>
<p data-start=""650"" data-end=""1083"">✅ <strong data-start=""652"" data-end=""679"">Profesionalna kvaliteta</strong> – Napravljen od nerđajućeg čelika za dugotrajnu upotrebu.<br data-start=""737"" data-end=""740"">✅ <strong data-start=""742"" data-end=""768"">Besprijekorno čišćenje</strong> – Efikasno uklanja vodu i prljavštinu bez tragova.<br data-start=""819"" data-end=""822"">✅ <strong data-start=""824"" data-end=""853"">Dostupan u dvije veličine</strong> – 35 cm i 45 cm, prilagođen različitim potrebama čišćenja.<br data-start=""912"" data-end=""915"">✅ <strong data-start=""917"" data-end=""938"">Ergonomski dizajn</strong> – Omogućava udoban i siguran hvat za lakše korištenje.<br data-start=""993"" data-end=""996"">✅ <strong data-start=""998"" data-end=""1023"">Visokokvalitetna guma</strong> – Obezbjeđuje savršenu završnu obradu staklenih površina.</p>
<p data-start=""1085"" data-end=""1187"" data-is-last-node="""" data-is-only-node="""">Idealno rješenje za profesionalne čistače, ugostiteljske objekte, poslovne prostore i domaćinstva! </p>
<!---->",IPC,Uncategorized,"","oprema, oprema za čišćenje stakla, ostaklo",true,Veličina,35 CM,,,,,,,,M66TERG00010,0.0,,deny,manual,26.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0811/5565/3912/files/inox-brisac-staklenih-povrsina-ipc-905350.png?v=1736087798,1,INOX BRISAČ STAKLENIH POVRŠINA IPC - Greentime,false,Inox brisač staklenih površina ,"Inox brisač staklenih površina IPC od nerđajućeg čelika, dostupan u veličinama 35 cm i 45 cm. Osigurava besprijekorno čišćenje bez tragova i mrlja.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
inox-brisac-staklenih-povrsina-ipc-35cm,,,,,,,,,45 CM,,,,,,,,M66TERG00012,0.0,,deny,manual,29.60,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
plasticna-cediljka-za-perac-staklenih-povrsina-ipc,Plastična cediljka za perač staklenih površina IPC,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,M66STRI70031,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
abraziv-za-ciscenje-ipc-crni,ABRAZIV ZA ČIŠĆENJE IPC CRNI,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,M66SPUG000013,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
abraziv-za-ciscenje-ipc-zeleni,ABRAZIV ZA ČIŠĆENJE IPC ZELENI,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,M66SPUG00001,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
kofa-plava-ipc-secc70040-13-l,KOFA PLAVA IPC SECC70040 13 L,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,M66SECC70040,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
kanta-ipc-22l,KANTA IPC 22L,,Infinity Merch,,"","",false,Title,Default Title,,,,,,,,M66SECC70027,0.0,,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,draft
